age,apps,mins,goals,assists,yel,red,shots,ps%,aerials_won,motm,rating,tackles,interceptions,fouls,offsides_won,clearances,dribbled,blocks,own_goals,key_passes,dribblings,fouled,offsides,dispossed,bad_controls,avg_passes,crosses,long_passes,through_passes,traded,pos_DF,pos_FW,pos_GK,pos_MF
24,0,3,0,0,0,0,0.0,100.0,0.0,0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0,False,False,False,True
24,19,1635,4,1,4,0,1.2,84.7,0.1,1,6.71,1.5,0.6,1.0,0.0,0.4,1.2,0.0,0,0.6,0.8,0.8,0.2,1.0,1.5,28.5,0.1,0.4,0.1,0,False,True,False,False
34,38,3420,0,0,0,0,0.0,69.3,0.2,2,6.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,23.6,0.0,4.8,0.0,0,False,False,True,False
25,9,954,0,0,2,0,0.4,82.3,0.8,0,6.5,2.1,1.4,1.4,0.1,1.5,1.3,0.2,0,0.2,0.3,1.3,0.0,0.7,0.3,27.2,0.0,2.5,0.0,0,False,False,False,True
21,27,2471,8,3,0,0,1.5,76.4,0.2,3,7.14,2.3,1.5,1.3,0.0,0.3,0.8,0.2,0,1.5,1.3,1.3,0.6,1.9,0.0,25.2,0.9,1.5,0.1,0,False,True,False,False
27,35,3150,4,0,3,0,0.5,86.4,2.3,2,7.1,1.2,2.0,0.5,0.6,6.2,0.5,0.5,0,0.1,0.2,0.6,0.0,0.4,0.3,46.0,0.1,3.8,0.0,0,True,False,False,False
29,34,3004,1,1,4,0,0.7,86.0,1.1,1,6.89,1.6,2.2,1.1,0.3,1.1,1.1,0.1,0,1.0,0.7,0.7,0.1,0.3,0.8,56.5,0.7,2.3,0.0,0,False,False,False,True
31,35,3003,1,1,8,0,0.6,80.9,0.9,0,6.99,2.1,2.9,1.2,0.4,5.5,0.6,0.1,0,0.6,0.2,0.9,0.1,0.5,0.4,36.1,0.4,1.7,0.0,0,True,False,False,False
25,21,1871,1,1,2,0,0.5,82.7,2.8,0,6.92,1.3,2.5,1.1,0.4,3.7,0.5,0.6,0,0.2,0.1,0.6,0.0,0.1,0.4,57.9,0.0,5.2,0.1,0,True,False,False,False
30,9,795,0,0,2,0,0.0,79.5,1.5,0,6.62,3.2,1.4,1.6,0.2,1.7,2.3,0.1,1,0.6,0.5,0.5,0.0,0.8,1.1,35.1,0.4,0.9,0.0,0,True,False,False,False
36,0,25,0,0,0,0,0.0,80.0,0.0,0,6.13,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,True,False,False,False
29,30,2644,1,2,5,0,0.2,84.4,1.9,2,7.16,1.8,2.1,0.6,1.2,6.1,0.4,0.8,0,0.3,0.2,0.7,0.1,0.3,0.3,51.2,0.0,5.2,0.0,0,True,False,False,False
26,15,1342,1,2,3,1,1.0,87.8,1.3,0,6.67,1.6,1.0,1.2,0.1,0.6,0.6,0.2,0,0.7,0.1,0.8,0.1,0.6,0.9,37.5,0.5,0.8,0.0,1,False,False,False,True
34,24,2014,4,2,4,0,1.3,71.5,1.1,2,6.81,1.6,0.6,1.1,0.1,1.1,1.6,0.2,0,0.8,1.4,1.5,0.0,1.3,2.5,23.8,0.9,1.3,0.0,0,False,True,False,False
25,1,90,0,0,0,0,0.0,39.4,1.0,0,7.82,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,8.0,0.0,0,False,False,True,False
32,13,1113,0,0,4,0,0.3,65.2,1.1,0,6.47,2.1,1.2,1.3,0.1,2.4,0.4,0.6,0,0.3,0.3,0.5,0.0,0.0,0.3,18.3,0.3,1.2,0.0,0,True,False,False,False
20,5,356,1,0,1,0,1.4,89.7,0.0,0,6.46,0.6,1.1,0.7,0.0,0.3,0.3,0.1,0,0.9,0.1,0.1,0.0,0.6,0.9,42.9,0.6,3.0,0.1,0,False,False,False,True
20,0,13,0,0,0,0,0.0,71.4,0.0,0,6.18,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0,False,False,False,True
34,0,41,0,0,0,0,0.0,82.6,0.3,0,6.05,0.0,0.3,0.0,0.0,0.3,0.3,0.0,0,0.0,0.0,0.0,0.0,0.3,0.0,7.7,0.0,0.0,0.0,1,True,False,False,False
28,10,1045,1,1,1,0,0.4,76.5,0.7,0,6.46,1.1,0.7,1.1,0.0,0.5,0.6,0.2,0,0.5,0.9,0.6,0.1,0.4,0.8,14.8,0.2,0.4,0.0,0,False,False,False,True
23,0,50,0,0,0,0,0.0,71.4,0.5,0,6.44,2.0,0.5,0.0,0.0,2.0,0.0,0.5,0,0.0,0.0,0.5,0.5,0.5,0.0,3.5,0.0,0.5,0.0,0,False,False,False,True
34,15,1298,0,0,4,0,0.6,84.0,0.6,0,6.47,1.6,1.1,0.9,0.0,1.1,1.0,0.2,0,0.6,0.3,0.7,0.0,0.7,0.4,47.4,0.0,4.3,0.0,0,False,False,False,True
31,37,3330,1,0,4,0,0.2,83.1,1.9,1,6.96,1.3,2.8,1.1,0.4,5.5,0.3,0.6,0,0.1,0.1,0.7,0.0,0.2,0.2,35.4,0.1,3.5,0.0,0,True,False,False,False
25,18,1510,3,0,4,0,0.5,84.9,1.8,0,6.74,1.3,1.1,1.2,0.0,2.1,1.4,0.6,0,0.4,0.1,0.5,0.0,0.5,0.6,54.2,0.1,2.3,0.1,0,False,False,False,True
27,0,27,0,0,0,0,0.0,77.3,0.0,0,6.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0,False,False,False,True
23,31,2681,3,2,10,0,1.5,81.2,0.7,4,6.94,1.8,0.5,2.0,0.1,0.7,1.1,0.1,0,1.1,2.8,2.4,0.0,1.9,2.6,32.5,0.2,1.3,0.1,0,False,False,False,True
38,10,941,2,0,4,0,1.0,62.3,2.7,0,6.25,0.2,0.0,1.4,0.1,0.2,0.3,0.1,0,0.4,0.1,0.4,0.6,0.4,1.2,11.6,0.1,0.1,0.0,1,False,True,False,False
20,0,2,0,0,0,0,0.0,100.0,0.0,0,6.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0,False,True,False,False
26,10,939,0,0,1,0,0.0,53.4,0.2,0,6.19,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,23.8,0.0,6.9,0.0,1,False,False,True,False
21,0,16,0,0,0,0,2.0,83.3,0.0,0,6.38,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0,False,True,False,False
33,3,300,0,0,0,0,0.3,87.5,0.3,0,6.27,0.8,1.0,0.5,0.0,0.5,0.7,0.0,0,0.5,0.3,0.0,0.0,0.7,0.8,25.3,0.3,0.5,0.0,0,False,True,False,False
22,19,1651,1,5,3,0,1.8,78.4,0.7,0,6.77,1.1,0.8,1.0,0.0,0.4,0.7,0.1,0,1.4,0.4,0.6,0.1,1.4,0.0,30.2,0.5,2.0,0.1,1,False,False,False,True
24,3,659,1,0,3,0,0.7,68.4,0.7,0,6.25,0.6,0.3,0.9,0.0,0.0,0.3,0.0,0,0.3,0.5,1.4,0.0,1.2,0.3,8.0,0.0,0.4,0.0,0,False,True,False,False
30,34,3060,0,3,4,0,1.2,80.1,1.9,5,7.49,3.5,3.3,0.9,0.0,1.3,2.3,0.1,0,1.5,1.9,1.9,0.0,1.2,0.9,60.9,0.3,5.5,0.2,0,False,False,False,True
28,33,2637,5,5,5,1,2.6,85.3,0.8,6,7.12,1.4,0.2,2.4,0.0,0.0,1.1,0.1,0,1.5,2.6,2.8,0.4,2.5,2.4,35.6,1.0,1.0,0.1,0,False,True,False,False
29,19,1745,2,1,3,0,0.6,71.7,2.1,0,6.79,1.3,0.9,0.9,0.9,7.0,0.5,0.5,0,0.2,0.2,0.7,0.0,0.1,0.4,35.0,0.0,3.1,0.1,0,True,False,False,False
31,17,1610,0,0,7,0,0.1,75.0,2.1,0,6.52,1.3,1.5,1.3,1.0,7.8,0.2,0.0,0,0.1,0.0,0.7,0.0,0.1,0.1,23.9,0.0,1.1,0.0,0,True,False,False,False
28,18,1542,4,2,1,1,1.3,69.5,1.3,0,6.94,2.0,1.3,1.4,0.0,0.8,0.7,0.1,0,2.3,0.6,1.0,0.0,0.5,0.5,27.5,1.3,3.1,0.0,0,False,False,False,True
20,6,442,2,1,0,0,1.1,83.5,0.5,0,6.72,0.7,0.1,0.7,0.0,0.3,0.6,0.0,0,1.5,0.6,1.1,0.1,1.3,1.2,22.4,0.7,0.4,0.0,0,False,False,False,True
37,33,2824,12,12,7,1,3.6,74.2,0.5,6,7.57,0.8,0.9,1.1,0.0,0.1,0.8,0.0,0,3.0,0.9,3.1,0.1,2.7,1.2,54.7,1.3,4.4,1.4,0,False,True,False,False
34,12,1227,0,1,4,0,0.4,93.7,0.1,0,6.46,0.8,0.6,0.7,0.0,0.7,0.8,0.0,0,0.7,0.1,0.9,0.0,0.1,0.4,43.3,0.2,2.0,0.0,0,False,False,False,True
24,29,2385,9,5,8,0,2.4,78.1,0.3,3,6.99,1.5,0.4,1.4,0.0,0.3,0.8,0.0,0,1.5,0.8,1.6,0.3,2.0,1.6,28.3,1.6,1.6,0.1,0,False,True,False,False
33,2,240,0,0,0,0,0.4,88.8,0.1,0,6.01,0.6,0.1,0.4,0.0,0.7,0.7,0.0,0,0.3,0.4,0.1,0.0,0.3,0.1,20.4,0.0,1.9,0.0,0,False,False,False,True
22,19,1710,1,1,1,0,0.1,69.8,0.6,0,6.7,3.4,1.1,0.4,0.2,2.4,0.9,0.5,0,0.2,0.6,0.6,0.0,0.6,0.8,31.5,0.3,1.5,0.0,0,True,False,False,False
28,13,1215,1,1,0,0,0.4,88.4,2.7,0,6.72,0.7,0.7,0.4,0.2,7.0,0.2,0.5,0,0.2,0.0,0.4,0.1,0.1,0.2,25.8,0.0,1.2,0.0,0,True,False,False,False
27,35,3082,12,6,3,1,3.2,83.2,0.1,3,7.34,0.8,0.6,0.5,0.0,0.2,0.6,0.1,0,2.1,2.5,1.9,0.4,1.2,1.6,34.5,1.9,2.8,0.1,0,False,False,False,True
26,30,2625,16,8,5,1,3.1,76.9,0.6,5,7.19,1.3,0.2,0.9,0.0,0.1,0.6,0.0,0,1.4,1.8,1.5,0.2,1.8,2.8,33.5,1.0,1.3,0.2,0,False,True,False,False
19,0,9,0,0,0,0,0.0,80.0,1.0,0,6.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0,False,False,False,True
24,2,365,0,1,0,0,0.9,76.9,0.0,0,6.24,0.2,0.3,0.3,0.0,0.1,0.2,0.1,0,0.1,0.9,0.4,0.1,0.5,1.1,7.7,0.2,0.0,0.0,1,False,False,False,True
21,5,419,0,0,1,0,0.0,70.7,0.5,0,6.24,2.0,0.2,1.0,0.2,0.8,0.7,0.2,0,0.2,0.3,1.8,0.0,0.5,0.0,19.3,0.2,1.0,0.0,0,False,False,False,True
22,15,1230,0,2,4,0,0.6,65.5,0.9,0,6.56,1.9,0.8,0.8,0.1,1.3,0.7,0.1,0,0.7,0.4,0.9,0.1,1.3,0.8,19.5,0.4,0.4,0.1,0,False,False,False,True
20,0,65,1,0,0,0,0.5,86.0,0.5,0,6.15,0.5,0.3,0.3,0.0,0.3,0.0,0.0,0,0.0,0.0,0.5,0.0,0.5,0.0,10.8,0.0,1.0,0.0,1,False,False,False,True
20,0,100,0,0,0,0,0.7,76.7,0.4,0,6.09,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0,0.4,0.1,0.1,0.1,0.3,0.3,4.3,0.1,0.1,0.0,0,False,True,False,False
32,24,2432,11,2,1,0,1.6,62.5,2.6,1,6.84,0.6,0.3,0.3,0.0,1.9,0.5,0.2,0,1.0,0.2,0.5,0.4,0.6,1.4,15.3,0.1,0.5,0.0,0,False,True,False,False
33,2,234,0,1,0,0,0.0,66.7,0.8,0,6.11,0.3,0.0,0.5,0.0,0.0,0.0,0.3,0,0.8,0.0,0.0,1.5,0.0,0.5,5.3,0.0,0.0,0.0,0,False,True,False,False
27,32,2904,2,0,3,1,0.5,70.9,1.3,3,6.77,1.6,2.3,1.7,0.6,6.6,0.4,0.6,0,0.2,0.1,1.1,0.1,0.5,0.4,33.1,0.0,2.5,0.0,0,False,False,False,True
22,0,23,0,0,0,0,0.0,0.0,0.0,0,5.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0,False,False,False,True
33,23,2020,9,6,4,0,1.2,71.1,2.9,3,7.34,1.4,0.5,1.4,0.0,0.7,0.4,0.2,0,1.2,0.2,1.4,0.3,0.8,1.1,23.4,0.2,0.4,0.0,0,False,True,False,False
31,6,494,0,0,0,0,0.3,85.8,3.3,0,7.4,2.8,1.8,0.3,0.2,7.7,0.3,1.2,0,0.2,0.0,0.7,0.0,0.2,0.2,38.7,0.0,2.0,0.0,0,False,False,False,True
31,17,1507,7,3,4,0,2.8,71.7,1.8,2,6.81,0.8,0.2,0.8,0.0,0.4,0.1,0.0,0,0.7,0.6,1.8,0.4,1.1,1.1,18.2,0.2,1.2,0.1,0,False,True,False,False
30,1,109,0,0,0,0,0.0,58.1,0.0,0,6.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,15.5,0.0,5.5,0.0,1,False,False,True,False
23,0,44,1,0,1,0,0.5,81.8,0.0,0,6.4,0.0,0.5,1.5,0.0,0.0,0.0,0.5,0,0.5,0.5,0.0,0.5,0.0,0.5,5.5,0.0,0.0,0.0,1,False,True,False,False
24,24,2136,5,2,5,0,1.9,72.9,0.7,1,6.53,0.6,0.3,1.3,0.0,0.4,0.2,0.1,0,0.7,0.5,1.3,0.3,1.3,1.6,17.2,0.2,0.7,0.1,0,False,True,False,False
34,12,865,0,1,3,0,0.7,82.0,0.5,0,6.48,1.9,1.5,1.4,0.0,0.5,0.7,0.0,0,0.5,0.4,0.8,0.0,0.3,0.7,32.9,0.2,2.5,0.0,1,False,False,False,True
30,18,1645,15,3,9,0,3.3,69.4,1.1,5,7.45,0.5,0.3,2.1,0.0,0.6,0.2,0.3,0,0.8,0.7,1.5,1.0,1.7,0.0,15.8,0.1,0.4,0.3,0,False,True,False,False
30,2,274,0,0,2,0,1.0,77.1,0.1,0,6.12,0.2,0.0,0.9,0.0,0.0,0.1,0.0,0,0.4,0.4,0.3,0.3,0.2,0.6,7.0,0.0,0.1,0.0,0,False,True,False,False
31,27,2502,1,0,11,0,0.6,86.7,0.5,0,6.83,2.5,2.3,1.7,0.1,1.7,0.5,0.5,0,0.9,0.3,0.9,0.1,1.4,0.6,47.2,0.3,5.9,0.0,0,False,False,False,True
26,2,238,0,1,0,0,0.3,63.9,0.8,0,6.21,0.4,0.2,0.6,0.0,0.4,0.1,0.0,0,0.3,0.0,0.7,0.0,0.7,0.4,6.8,0.0,0.1,0.0,1,False,False,False,True
24,24,2245,0,0,11,1,0.4,82.0,2.8,1,7.0,2.6,2.9,1.8,0.6,5.5,1.2,0.5,0,0.2,0.3,0.6,0.0,0.1,0.3,44.8,0.0,5.8,0.0,0,False,False,False,True
25,22,1899,5,2,6,0,1.8,71.6,1.0,0,6.7,0.9,0.8,1.2,0.0,1.2,1.2,0.1,0,0.7,0.9,1.9,0.1,1.7,1.8,21.2,0.2,1.1,0.0,0,False,True,False,False
31,17,1568,0,0,5,0,0.4,78.2,2.1,0,6.54,1.0,1.5,1.0,1.1,4.2,0.3,0.4,0,0.1,0.0,0.4,0.1,0.0,0.2,27.0,0.0,2.6,0.0,0,True,False,False,False
24,7,655,2,0,4,0,1.0,62.9,0.6,1,6.48,0.4,0.3,1.1,0.0,0.1,0.2,0.2,0,0.3,0.0,1.9,0.2,1.0,0.0,7.9,0.0,0.4,0.1,0,False,True,False,False
28,32,2547,5,5,5,0,1.9,78.5,0.2,4,7.31,2.4,2.1,0.8,0.0,0.7,1.1,0.2,0,2.0,0.5,0.9,0.1,0.9,1.3,40.8,1.5,2.0,0.1,1,False,False,False,True
28,0,67,0,0,0,0,0.0,68.2,1.3,0,6.23,0.0,1.0,0.7,0.0,0.3,0.0,0.0,0,0.0,0.3,0.0,0.0,1.0,0.7,7.3,0.0,0.3,0.0,0,False,False,False,True
34,19,1528,0,0,4,0,0.2,88.0,0.4,0,6.58,1.6,2.5,0.6,0.0,0.7,1.1,0.2,0,0.2,0.6,0.7,0.0,1.0,1.0,40.0,0.0,0.6,0.0,0,False,False,False,True
27,1,328,0,0,0,0,0.5,78.3,0.1,0,6.14,0.2,0.3,0.6,0.0,0.1,0.1,0.0,0,0.5,0.2,0.7,0.2,1.1,0.0,5.9,0.1,0.1,0.0,1,False,True,False,False
33,24,2143,0,1,2,0,0.5,78.3,1.8,0,6.94,1.9,2.2,1.5,0.8,6.7,0.8,0.6,2,0.2,0.4,0.7,0.0,0.3,0.4,39.6,0.0,6.3,0.0,0,True,False,False,False
23,14,1241,2,3,1,0,1.2,75.4,0.8,0,6.4,0.4,0.2,0.6,0.0,0.0,0.1,0.0,0,0.6,0.5,1.2,0.4,1.4,1.3,11.4,0.0,0.4,0.0,1,False,True,False,False
28,0,4,0,0,0,0,1.0,33.3,0.0,0,6.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,False,False,False,True
38,0,33,0,0,1,0,0.0,84.2,0.0,0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.2,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,1,False,False,False,True
32,29,2578,0,0,3,0,0.0,89.2,1.6,0,6.68,1.2,1.4,0.3,0.4,4.4,0.3,1.2,0,0.1,0.1,0.3,0.0,0.2,0.7,54.3,0.0,2.6,0.0,0,True,False,False,False
33,28,2457,2,1,6,1,1.5,80.4,0.3,0,6.88,2.8,2.6,1.6,0.1,1.1,2.0,0.1,0,0.7,0.5,1.6,0.0,0.8,0.5,44.1,0.2,4.5,0.0,0,False,False,False,True
31,27,2361,0,0,0,1,0.5,76.3,2.3,0,6.86,2.0,1.9,0.9,0.3,3.3,0.9,0.6,0,0.3,0.9,0.3,0.0,0.6,0.6,37.6,0.0,1.4,0.0,0,False,False,False,True
22,4,367,0,0,1,0,0.8,78.3,0.3,0,6.27,0.7,0.3,0.7,0.0,0.1,0.5,0.0,0,0.2,1.0,0.7,0.2,0.9,1.2,8.3,0.0,0.3,0.0,1,False,True,False,False
25,27,2404,2,4,5,0,0.6,93.4,1.8,1,6.95,0.9,0.8,0.9,0.9,2.2,0.2,0.4,0,0.5,0.1,0.3,0.1,0.1,0.3,78.2,0.0,3.4,0.0,0,True,False,False,False
30,22,1959,2,0,3,0,0.3,87.6,1.7,0,6.62,1.0,1.4,0.6,0.2,2.3,0.6,0.6,0,0.0,0.1,0.7,0.1,0.1,0.1,37.9,0.0,2.0,0.0,0,True,False,False,False
28,25,2080,0,0,9,0,0.7,81.1,1.8,0,6.91,1.7,2.9,1.5,0.0,2.7,1.0,0.6,0,0.3,0.3,1.1,0.0,0.7,0.3,49.5,0.3,4.7,0.0,0,False,False,False,True
25,25,2232,5,0,3,0,1.4,77.1,0.3,0,6.64,0.9,1.2,1.0,0.0,0.1,0.6,0.1,0,0.8,1.2,2.0,0.4,1.6,1.4,15.9,0.2,0.0,0.1,0,False,True,False,False
34,20,1792,8,0,1,2,2.5,71.9,3.0,3,6.77,0.5,0.3,1.7,0.0,0.7,0.4,0.4,0,0.5,0.6,1.5,0.3,1.6,1.8,12.6,0.1,0.1,0.1,1,False,True,False,False
31,9,864,0,3,2,0,0.5,75.2,0.2,0,6.55,1.2,0.5,0.4,0.0,0.4,1.1,0.1,0,1.0,0.7,0.6,0.1,0.5,0.6,20.4,0.6,1.2,0.1,0,False,False,False,True
23,21,1839,1,0,7,1,0.3,84.4,2.2,0,6.54,1.0,1.6,1.1,0.4,4.5,0.5,1.6,0,0.1,0.1,0.7,0.0,0.0,0.4,39.0,0.0,2.7,0.0,0,True,False,False,False
29,27,2391,1,3,2,2,0.6,82.2,0.9,1,6.67,1.9,0.7,1.7,0.6,2.0,0.4,0.1,0,0.6,1.4,1.6,0.0,1.2,1.5,33.5,0.5,1.8,0.0,0,False,False,False,True
20,2,201,0,1,1,0,0.5,75.0,0.7,0,6.19,0.5,0.0,0.7,0.0,0.5,0.5,0.2,0,0.7,0.5,1.0,0.0,0.7,1.0,6.7,0.0,0.0,0.0,0,False,True,False,False
26,3,270,0,0,1,0,1.0,90.3,3.0,0,7.39,4.3,4.3,1.3,2.0,4.3,0.7,1.7,0,0.0,0.3,0.7,0.0,1.0,0.0,61.7,0.0,14.3,0.0,1,True,False,False,False
36,12,1218,0,0,3,0,0.0,86.7,1.2,0,6.31,0.8,1.2,0.9,0.4,3.2,0.3,0.4,1,0.1,0.1,0.4,0.0,0.2,0.3,51.8,0.0,3.9,0.0,0,True,False,False,False
26,2,235,0,0,0,0,0.1,73.0,0.3,0,6.34,0.8,1.5,0.4,0.0,1.0,0.4,0.0,0,0.4,0.1,0.1,0.3,0.3,0.0,9.3,0.4,0.0,0.0,1,False,True,False,False
27,22,1962,5,3,2,0,1.8,63.1,1.9,2,6.67,0.7,0.5,2.0,0.0,0.5,0.7,0.1,0,0.7,0.9,1.6,0.7,1.3,1.3,15.0,0.0,0.2,0.0,0,False,True,False,False
35,3,271,0,0,0,0,0.0,59.0,0.3,0,6.44,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,5.0,0.0,1,False,False,True,False
33,34,3060,0,0,1,0,0.0,41.4,0.6,1,6.56,0.0,0.2,0.0,0.0,1.0,0.1,0.0,0,0.0,0.0,0.3,0.0,0.0,0.1,27.8,0.0,10.0,0.0,0,False,False,True,False
29,14,1371,2,0,2,0,1.1,66.4,2.3,0,6.33,0.7,0.3,1.0,0.0,0.8,0.5,0.0,0,0.2,0.6,0.9,0.4,0.7,1.9,12.9,0.0,0.0,0.0,0,False,True,False,False
21,21,1837,1,0,4,0,0.6,87.9,2.4,1,6.77,1.5,1.2,1.0,0.3,2.8,0.4,0.5,0,0.1,0.1,0.4,0.1,0.2,0.3,57.3,0.0,3.4,0.0,0,True,False,False,False
26,7,630,0,0,0,0,0.0,39.5,0.0,0,7.18,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,30.0,0.0,7.1,0.0,1,False,False,True,False
36,8,715,1,0,2,0,0.8,71.2,3.9,0,6.46,0.3,0.1,1.5,0.0,1.2,0.2,0.0,0,0.8,0.2,0.8,0.2,0.5,2.0,15.9,0.0,0.4,0.0,1,False,True,False,False
27,35,3150,0,0,3,0,0.0,55.1,0.4,3,7.1,0.1,0.0,0.0,0.0,1.1,0.1,0.0,0,0.0,0.0,0.2,0.0,0.0,0.1,27.0,0.0,9.6,0.0,1,False,False,True,False
23,17,1500,7,3,0,0,3.9,84.5,0.2,3,7.63,1.6,1.4,0.8,0.0,0.4,0.6,0.3,0,2.8,0.9,1.4,0.0,2.0,1.7,37.3,2.1,1.6,0.3,0,False,True,False,False
19,2,167,0,1,0,0,0.3,82.5,0.3,0,6.78,1.0,0.0,0.7,0.0,0.3,0.0,0.3,0,0.7,1.7,1.3,0.0,1.7,1.7,21.0,0.0,0.7,0.3,0,False,False,False,True
22,6,749,6,0,4,0,1.4,65.3,1.3,1,6.56,0.3,0.3,2.3,0.0,0.5,0.0,0.1,0,0.3,0.3,1.7,0.4,1.4,1.5,9.1,0.1,0.1,0.0,0,False,True,False,False
33,34,3034,23,5,2,0,2.5,70.6,1.5,4,7.22,0.4,0.1,0.6,0.0,0.6,0.1,0.1,0,0.9,0.7,0.3,0.8,0.5,1.5,12.6,0.2,0.2,0.0,0,False,True,False,False
31,16,1498,3,0,1,0,1.6,67.0,2.8,1,6.54,0.7,0.4,0.8,0.0,0.8,0.5,0.1,0,0.6,0.4,1.1,0.2,0.6,2.3,13.4,0.2,0.4,0.0,0,False,True,False,False
24,4,278,0,0,0,0,0.5,87.8,0.2,0,6.65,1.3,1.0,0.5,0.0,2.0,0.3,0.0,0,0.2,0.2,0.3,0.0,0.2,0.5,24.5,0.2,0.8,0.0,0,False,False,False,True
32,34,2984,0,0,1,1,0.0,81.0,0.2,2,6.74,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0,0.0,0.0,0.1,0.0,0.0,0.0,28.5,0.0,4.8,0.0,0,False,False,True,False
30,19,1657,13,2,2,1,1.6,71.9,1.6,3,6.98,0.5,0.4,0.9,0.0,0.8,0.2,0.1,0,0.9,0.4,2.2,0.5,1.3,1.3,18.1,0.0,0.2,0.1,0,False,True,False,False
24,3,383,0,0,1,1,1.4,60.9,0.7,0,5.93,0.8,0.3,0.8,0.0,0.1,0.1,0.0,0,0.2,0.1,1.6,0.4,0.4,1.6,9.7,0.0,0.0,0.1,0,False,True,False,False
26,29,2412,9,8,3,0,1.4,80.0,0.3,2,6.94,1.0,0.6,1.0,0.0,0.3,0.8,0.0,0,1.0,1.4,0.8,0.3,1.5,2.0,22.5,0.2,0.5,0.0,0,False,True,False,False
34,16,1373,5,3,5,0,1.3,70.0,1.7,0,6.78,0.9,0.7,1.6,0.0,0.6,0.3,0.1,0,1.0,0.3,1.3,0.5,1.3,0.0,20.3,0.1,1.0,0.2,1,False,True,False,False
24,24,2128,1,2,6,0,0.6,79.7,1.0,0,6.97,2.4,2.4,0.8,0.5,3.2,0.8,0.2,0,0.6,0.6,0.9,0.0,0.8,0.6,37.6,0.6,2.8,0.0,1,False,False,False,True
26,32,2748,0,1,4,0,0.3,76.7,2.9,0,6.8,1.0,1.2,0.5,0.5,6.6,0.1,0.9,0,0.1,0.0,0.3,0.0,0.2,0.3,34.5,0.0,2.3,0.0,0,True,False,False,False
35,11,1011,0,0,4,0,0.3,69.1,1.2,0,6.57,2.1,1.3,1.5,0.4,4.4,0.7,0.1,0,0.5,0.4,0.5,0.0,0.6,0.0,25.6,0.4,2.5,0.0,0,True,False,False,False
29,24,1972,2,0,6,1,0.5,87.8,0.7,1,6.79,1.9,1.5,1.1,0.0,1.2,0.3,0.3,0,0.2,0.8,0.7,0.0,0.4,0.7,36.4,0.1,1.7,0.0,0,False,False,False,True
22,36,3185,4,1,6,0,0.9,87.2,0.6,3,7.17,2.8,2.0,1.3,0.0,0.9,1.3,0.5,0,1.0,1.0,2.3,0.0,1.0,1.1,60.8,0.8,2.5,0.0,1,False,False,False,True
20,0,16,0,0,0,0,0.5,42.9,0.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,1,False,True,False,False
20,0,36,0,0,0,0,0.8,90.9,0.0,0,6.24,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0,0.2,0.6,0.2,0.0,0.0,0.6,4.4,0.0,0.2,0.0,0,False,False,False,True
23,0,8,0,0,0,0,0.0,100.0,0.0,0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0,False,True,False,False
